,in,out1,out2
222,1916FALT,CON93:TRI86:GAL83:TYS81:IOS78:MOS73:PIA65:SER58:WAR58:SIL58:VIE52:SEV52:RUM50:SMY49:VEN48:MUN46:ANK44:AES42:TYR36:WMS36:SMY32:UKR32:BUL32:TUN31:SPA29:MAO26:LVP22:PRU22:MAR21:ANK20::SPA9:STP8:BRE8:NWY8:BLA7:NWG7:CON7:ENC6:RUH6:SMY5:ADS5:SWE5:IRS4:FIN4:NTH4:BEL3:PIC3:ANK3:BUR3:EDI2:PAR2:HEL2:HOL1:SKA1:NAO1:BUL1:SYR1:DEN1:SPA1:BUL1:,IOS177:CON144:TRI130:RUM125:TYS123:VEN122:MOS107:GAL106:SER101:BUL101:AES99:SEV98:MAO96:SMY91:PIA89:APU85:WAR81:VIE78:MUN77:CON75:TUN69:GRE68:SIL67:ANK66:BUD64:UKR64:WMS58:TYR55:ARM54:LIV47:.:GAS16:CON14:KIE12:ENC12:STP12:NWY11:POR11:NWG9:SPA9:BRE9:BUL9:SWE8:NTH7:RUH6:EDI6:IRS5:FIN5:NAO5:BUL4:SYR4:PIC4:BUR3:BEL3:HEL2:PAR2:DEN1:HOL1:SKA1:SPA1:WAL1:
223,1916FALR,RUM41:MUN38:BUD36:TRI34:VIE34:GAL31:MOS26:WAR25:TYR23:CON23:SEV21:SEV20:BER19:BUL17:SIL15:MOS14:NWY14:IOS13:KIE13:BUL12:SWE12:BOH12:STP11:LIV11:SER11:RUH10:NTH10:BEL10:IRS10:ENC10::TUS4:ANK4:ARM3:YOR3:PIA3:GAS3:STP3:HEL3:BUL3:NAO3:BAR3:LVP3:GOB2:PAR2:WMS2:NAP2:STP2:SPA2:SKA2:GOL2:BRE2:APU2:BLA2:EMS1:BAL1:STP1:SPA1:POR1:TUN1:SPA1:,MUN68:RUM65:GAL59:SEV56:BER55:BUD55:MOS53:VIE52:LIV51:WAR50:TRI45:MOS39:NWY38:WAR37:SIL35:TYR34:SWE32:PRU31:KIE31:CON30:UKR29:SEV28:BOH26:DEN21:SEV20:STP20:SER20:NTH19:IOS18:BEL17::GOB7:BUR7:WMS7:BAR7:BLA6:LVP6:GAS6:BRE6:STP5:MAR5:SKA5:ADS4:YOR4:ROM4:PIA4:SPA4:BUL4:TUS4:PAR3:SPA3:EMS3:STP3:GOL2:APU2:TUN2:SYR2:NAP2:SPA1:STP1:POR1:
224,1917SPRE,MUN77:LON70:BER69:SPA59:DEN58:MAO56:MAR41:KIE41:STP39:HOL37:NTH35:SIL32:LIV28:YOR27:BAL26:NWG25:GOB25:SWE23:NAO23:WMS23:WAR20:GAL19:PIC19:GAS19:EDI19:ENC18:NWY18:RUM18:TUS18:BUR17::BUD8:POR8:ARM7:VEN7:PAR7:ANK7:VIE7:ROM6:WAL6:BUL5:GRE5:ALB5:BAR4:APU4:SPA4:TRI4:LVP3:STP3:AES3:ADS3:EMS3:NAP3:SER2:STP2:HEL2:SYR2:FIN2:SKA1:BUL1:CLY1:,MAO158:MUN130:LON119:BER101:SPA88:DEN83:KIE83:LIV81:NTH80:HOL75:STP74:WAR71:ENC71:MAR67:TUN53:PIC52:BEL52:BUR51:NWY48:SIL47:PRU47:EDI46:YOR43:BAL41:IRS40:WMS40:NAO38:SWE37:NWG37:GAS36:.:POR13:TYR13:BAR13:HEL13:LVP13:SMY11:CON11:SKA9:FIN9:VEN8:ARM8:VIE8:STP8:BUD8:STP7:CLY7:BUL7:ANK7:AES7:GRE7:SPA7:ROM6:TRI6:ALB5:EMS5:ADS4:APU4:SYR3:BUL2:SER2:
225,1917SPRF,MUN48:BUR36:IOS28:MAR26:GOL23:MAO23:KIE22:TYS21:BEL21:ENC20:PIA20:NTH19:PIC19:SWE17:TUN15:BER15:VEN15:RUH14:HOL14:DEN13:NWY13:TRI12:BOH12:TYR11:AES11:WMS11:ALB10:NAP9:GAL9:APU9::STP5:HEL5:RUM5:FIN5:CON4:SMY4:GRE4:BRE4:EDI4:PAR4:BAR4:ADS3:POR3:ANK3:EMS3:CLY3:STP2:LIV2:BUL2:SYR2:SKA2:NAF2:LON2:SPA1:SEV1:YOR1:IRS1:BLA1:TRIVIACONVOY1:MOS1:,MUN84:BUR67:GOL67:MAR63:MAO58:BEL48:WMS46:PIA45:VEN44:IOS44:PIC40:TYS37:SPA35:ENC33:KIE32:TUN32:RUH31:TRI27:NTH27:PAR25:BRE24:GAS24:HOL23:TYR23:DEN20:BOH20:SWE19:NAO18:BER17:AES17::PRU9:FIN8:CLY8:WAR8:SMY8:STP8:GRE8:IRS7:ADS7:BAL7:GOB7:HEL7:YOR6:EDI6:SKA6:EMS5:BAR5:BUL5:LIV5:STP4:SPA4:ANK3:SYR2:BUL2:TRIVIACONVOY1:MOS1:BLA1:SEV1:UKR1:GASVIACONVOY1:
226,1917SPRI,VEN24:MAR23:TYR21:IOS20:TYS19:MAO18:RUM16:TRI15:PIA15:SPA14:MUN14:GAL12:WMS12:ENC12:BUR11:GAS9:SEV8:AES8:MOS7:SIL7:NTH7:BEL7:PAR6:PIC6:CON6:RUH6:VIE6:APU6:BOH5:WAL4::KIE3:EMS3:STP3:BUD3:SER3:NWG3:BRE2:HEL2:IRS2:BUL2:ROM2:GOL2:LVP2:ANK2:YOR2:NAP2:BUL2:WAR2:STP1:BLA1:LIV1:BAL1:TUN1:SPA1:SPA1:SYR1:LON1:HOL1:TUS1:ARM1:,TYR59:VEN56:WMS56:RUM54:TYS51:MAR46:SPA40:PIA40:IOS36:TRI36:GAL35:APU30:MAO30:MUN25:AES22:BUR19:TUS19:GOL19:VIE18:ROM18:CON18:TUN17:GAS17:SER16:NAP16:BOH14:ALB14:ENC13:SIL12:POR12::BUD6:NAO6:KIE6:NWG6:WAL6:IRS5:PRU5:BUL5:EDI4:BLA4:SPA4:SYR4:CLY4:NWY4:STP3:ANK3:WAR3:LIV3:BER3:HOL3:YOR2:BUL2:HEL2:LVP2:BAL1:DEN1:ARM1:STP1:BAR1:LON1:
227,1917SPRG,TYR53:MAR48:PRU42:GAL36:VIE32:MOS29:MUN29:SIL26:SEV24:BER22:BOH19:WAR17:UKR17:MAO17:HOL17:TUS16:KIE15:RUM15:GAS13:BUR12:BUD12:BEL11:NTH11:BRE9:EDI9:HEL8:DEN8:RUH8:TRI8:BUL8::SWE5:CLY5:PIA4:NAF4:SER4:PIC4:WAL4:VEN3:POR3:ANK3:WMS3:TYS3:NWG2:GOB2:GRE2:SPA2:SKA2:SPA2:ROM2:BUL2:NAP2:APU1:FIN1:SYR1:EMS1:SMY1:ALB1:IRS1:STP1:TUN1:,MUN121:TYR63:MAR59:WAR57:MOS56:PRU56:KIE51:SIL50:DEN47:GAL46:BER42:VIE37:RUM37:RUH35:HOL33:BOH30:MAO29:SEV29:BEL28:BUR25:NTH24:PIC24:UKR22:STP19:LIV18:BRE18:GAS17:NWY17:BUD17:TUS16:.:PIA9:WAL8:SKA8:BUL8:NAO7:BAL7:LVP7:FIN6:ROM5:VEN5:CON5:NAF4:IRS4:NWG4:SPA4:POR4:WMS3:ANK3:APU3:TYS3:GRE3:SYR2:SPA2:NAP2:BUL2:STP2:ALB2:SMY1:EMS1:TUN1:
228,1917SPRA,MUN31:SIL22:TYR21:BOH19:TYS18:TRI16:BER15:PIA15:GAL15:RUH15:VEN14:RUM13:WAR12:VIE12:NAP12:STP11:PRU11:KIE10:LIV10:TUS10:BUL10:MOS10:IOS10:ALB9:MAR8:FIN8:ADS8:HOL8:ARM8:APU6::BUR5:GAS5:UKR5:SMY5:CON4:BEL4:GRE4:SWE4:WMS4:ANK4:POR3:PIC3:SEV3:NAF3:SPA3:EMS2:ENC2:SPA2:GOL2:MAO2:NTH2:SKA2:DEN2:NWG1:LVP1:BRE1:IRS1:CLY1:PAR1:NWY1:,RUM84:TRI79:MUN68:VEN54:VIE54:WAR52:SIL50:BOH45:GAL42:TYR39:BUD31:BER28:MOS27:TYS27:SEV27:PIA26:TUN25:BUL24:IOS21:LIV20:NAP20:MAR19:PRU19:STP19:SER18:KIE18:ARM18:TUS18:RUH17:ALB17::WMS10:HOL9:BUR8:GAS8:SPA6:SWE5:GOL5:EMS5:SYR5:PIC4:SPA4:NAF4:BEL4:POR3:NWY3:MAO3:PAR3:DEN2:LVP2:ENC2:BUL2:BLA2:SKA2:NTH2:IRS1:NAO1:BRE1:YOR1:CLY1:NWG1:
229,1917SPRT,BUL98:SIL65:MOS59:IOS58:TYR55:GAL55:VEN54:VIE53:TYS52:TUS49:AES48:ARM45:UKR43:WAR43:SEV42:BUD39:PIA33:CON32:TRI29:MAO28:BLA28:RUM26:ALB25:GOL22:TUN22:BOH21:MUN21:WMS21:PIC19:CLY19::GRE13:NAP11:PRU10:KIE9:ADS8:STP8:SMY8:ENC7:POR6:APU6:NWY6:BUR5:DEN4:YOR4:GAS4:NTH4:SPA3:NWG3:SWE3:SPA3:FIN3:BAR2:BRE2:HEL2:RUH2:EDI1:LVP1:WAL1:IRS1:HOL1:,BUL183:IOS107:AES103:MAO103:SEV91:GAL91:TYR88:TYS86:MOS84:SIL79:VEN77:RUM77:TRI76:ARM75:CON71:VIE70:GRE64:ALB63:UKR63:BUD59:TUS58:WAR57:PIA50:LIV48:MUN48:SMY48:SER45:WMS39:ROM38:BLA38:.:APU18:LON17:STP13:KIE10:NWY8:POR8:ENC8:NTH7:NWG7:GAS7:FIN6:BUL6:BRE5:BUR5:RUH5:SPA4:DEN4:YOR4:BUL4:HEL3:SPA3:SWE3:SYR3:PAR2:BAR2:EDI2:LVP1:HOL1:WAL1:IRS1:
230,1917SPRR,RUM32:GAL26:NWY24:MUN22:SEV21:BOH20:TYR14:VIE14:LIV12:UKR12:NTH11:DEN10:KIE10:PRU9:BUD9:SER9:BEL9:WAL9:BER9:SIL8:MAO8:VEN8:CON8:RUH8:BUR7:MOS7:IOS7:PIC7:ENC7:TRI7::EDI4:GRE4:BRE4:WMS4:LON4:ARM4:YOR3:ROM3:PAR3:EMS3:SWE3:ADS3:SMY3:STP3:GAS2:HEL2:MAR2:IRS2:CLY2:NAP2:NAO2:TUS2:ALB2:ANK2:FIN2:LVP2:BAR2:STP1:TUN1:PIA1:,SEV52:RUM47:MUN45:UKR44:GAL43:NWY41:MOS34:WAR34:LIV34:SIL29:BOH28:BER26:VIE25:PRU23:DEN22:TYR21:KIE21:STP21:SWE18:SER17:BUD17:TRI16:NTH16:BLA14:VEN14:CON13:RUH13:NWG13:MAO12:BEL12::NAO5:BAL5:POR5:YOR5:IRS4:BRE4:ROM3:HEL3:ADS3:PAR3:BAR3:SKA3:HOL3:GOB3:LVP3:EMS3:MAR3:CLY2:SPA2:PIA2:GAS2:NAP2:TUN2:TUS2:NAF1:SYR1:GOL1:APU1:BUL1:STP1:
231,1917FALE,MUN65:DEN63:SWE61:BUR51:MAO46:SPA46:WAL40:YOR38:LON37:LON36:STP36:WMS34:LIV33:PRU32:GOL29:NWY28:TYS27:KIE27:EDI26:ENC25:BER22:LVP22:HOL21:RUM21:APU18:MAR18:TUN16:RUH15:BEL15:PIA15::TYR8:UKR7:BUL7:PAR7:EDI6:EMS6:SPA6:LVP6:FIN5:STP4:IRS4:POR4:SER4:BUL3:TUS3:GRE3:ROM3:EDI3:HEL3:SPA2:GOB2:ALB2:ANK2:BAR2:STP2:SKA2:AES2:ADS1:NAP1:CLY1:,MAO134:MUN126:DEN90:LIV89:SPA80:LON79:SWE78:BUR76:STP75:NTH72:KIE64:ENC60:YOR58:NWY58:WAL56:BER52:LON52:TUN48:LON47:WMS47:MOS47:PRU45:MAR44:WAR43:GOL43:EDI40:PIC40:BEL39:TYS37:BRE36:.:CON12:VIE12:BUD12:SPA12:TRI11:STP11:LVP11:BOH11:BUL10:IOS10:VEN10:EDI10:POR9:BAR9:TUS9:SMY8:STP8:NAP8:EMS7:CLY6:GOB5:SER5:ANK4:BUL4:GRE3:AES3:ALB2:ADS2:BERVIACONVOY1:SYR1:
232,1917FALF,MUN47:PAR26:KIE24:BEL23:TYS22:TYR21:MAR19:IOS19:BRE18:TUN18:WMS17:BUR17:RUH16:VEN15:MAO15:DEN14:SER13:MAR13:HOL13:TRI13:NTH12:NAP12:ENC11:SIL11:BER11:GAL10:NWY10:GOL10:MAR10:SPA10::PRU4:LIV4:VIE4:STP4:NAO4:RUM3:MOS3:BRE3:CON3:HEL3:ADS3:BAR3:SEV3:SPA2:IRS2:PAR2:BAL2:CLY2:GOB2:NAF2:WAR2:SKA2:BRE2:YOR1:BLA1:UKR1:ARM1:BUL1:POR1:BUL1:,MUN81:MAR54:MAO52:WMS48:PAR46:BEL45:GOL43:TYS43:BUR38:VEN37:TYR37:IOS37:KIE36:TUN30:RUH30:BRE30:SPA29:TRI27:HOL27:PIC24:MAR23:ENC23:PIA21:NAP20:MAR19:GAS19:TUS19:PAR18:BER18:NTH18::IRS8:WAL8:PRU8:EMS7:LIV7:VIE7:BUL6:CON6:BRE6:SYR6:SKA5:RUM5:BAL5:MOS5:YOR5:ADS5:BAR5:FIN5:HEL4:STP4:CLY4:SEV3:BUL3:WAR3:SPA3:GOB2:BLA1:ANK1:UKR1:ARM1:
233,1917FALI,MUN18:WMS17:TYR16:RUM15:TRI15:MAO15:GAS12:VEN11:PIA11:VIE11:BUD10:BUR10:AES10:IOS10:SPA10:ROM9:BOH9:NAP9:MAR9:VEN9:GAL9:ALB8:BEL8:ROM7:SEV7:NTH6:NAP6:SER6:HOL6:RUH6::NAO4:SMY4:UKR4:BRE4:SPA3:EMS3:APU3:IRS3:LIV3:BLA3:ANK3:EDI3:GOL3:BUL3:NWG3:SYR2:BAR2:KIE2:POR2:TUS2:WAL2:LVP2:TYS2:ARM2:SPA2:BUL1:STP1:CLY1:DEN1:NWY1:,VEN47:SPA41:WMS39:PIA36:TRI35:TYR32:MAO31:BOH30:MUN29:NAP26:ROM25:MAR25:VEN23:NAP22:IOS22:VIE21:TYS21:MOS21:GAS21:ROM20:RUM19:AES18:TUN18:NAP17:SER16:GOL15:ROM14:CON14:BUD14:NAF13::APU7:SPA7:NTH7:WAR7:EDI7:PIC7:UKR6:IRS5:LVP5:PRU5:EMS5:BLA5:LON4:LIV4:KIE4:ARM4:ADS3:ANK3:POR3:WAL3:SPA3:NWG3:SYR3:VEN2:CLY2:BAR2:DEN2:BUL2:NWY1:STP1:
234,1917FALG,TYR53:MAR50:BUR42:MUN35:VIE32:MUN30:TRI27:SEV24:LIV22:RUM21:STP21:SIL20:WAR20:PIA20:MAO19:BER18:GAL18:BEL17:NTH16:BOH15:KIE13:MOS13:BUD12:KIE11:ENC11:RUH9:UKR9:SPA9:BRE8:NWY7::DEN4:SPA4:IRS3:WMS3:GRE3:SMY3:SPA3:GOL3:SYR3:POR3:FIN3:BUL3:NAP3:KIE3:SKA2:GOB2:PAR2:BUL2:VEN2:BER2:CLY2:BAL1:STP1:STP1:ANK1:ARM1:BAR1:APU1:PIC1:TUN1:,MUN105:BUR63:TYR61:MAR59:WAR54:BEL42:VIE39:MUN38:SIL36:HOL36:KIE33:DEN33:BER32:STP32:LIV32:GAL31:SEV30:RUM27:TRI27:MAO26:BER26:KIE25:NTH25:BOH25:MOS23:PIA22:PIC21:BUD20:ENC19:UKR19:.:WMS6:TUS6:SPA6:PAR6:GOB5:SKA5:NAO5:YOR5:GRE4:SPA4:CLY4:BUL4:POR4:NWG4:BAL4:BAR3:BER3:SYR3:GOL3:SMY3:APU3:NAP3:TUN2:ROM2:NAF2:BUL2:ANK1:STP1:STP1:ARM1:
235,1917FALA,MUN33:SIL19:WAR18:BER17:LIV17:TYS17:IOS17:VIE17:BUD16:PIA15:BOH13:VEN13:ROM13:TRI12:TYR12:KIE12:RUH11:GAL11:STP10:TRI10:PRU9:TUS9:TUN8:BUL8:HOL8:MAR7:BUD7:NAP7:SEV6:UKR6::CON4:APU4:BUR4:GRE4:PIC3:ANK3:WMS3:SWE3:ALB3:SYR2:BRE2:GOL2:AES2:FIN2:WAL2:PAR2:NTH1:SPA1:NWY1:GAS1:BLA1:EMS1:NAO1:CLY1:IRS1:LON1:DEN1:ENC1:MAO1:ADS1:,MUN74:BUD72:GAL51:RUM50:VEN43:TYS42:SIL39:WAR36:TYR35:BOH31:TUS31:TUN30:BUD30:VIE30:IOS29:TRI26:ALB25:BER24:LIV24:VIE22:PIA22:TRI21:PRU20:SER19:ROM18:BUL18:SEV15:MOS15:MAR14:NAP14::EMS6:SYR5:PIC5:ADS5:AES4:GOL4:BRE4:BLA4:GAS4:PAR4:WMS4:SWE4:SPA3:FIN3:NAO2:MAO2:DEN2:WAL2:IRS1:BUL1:SPA1:LON1:YOR1:SKA1:NTH1:CLY1:NWY1:ENC1:NAF1:NWG1:
236,1917FALT,IOS121:SIL71:SEV64:RUM64:GAL51:TYS50:AES43:WAR40:MUN39:SER39:MOS38:SMY36:ANK35:TYR35:PRU28:PIA28:TRI28:WMS27:CON26:SPA25:NAP25:UKR24:VIE24:CON23:TUN21:MAO21:CON20:ALB20:BUL18:GOL18:.:ADS4:NWG4:BUL3:WAL3:HEL3:NTH3:ANK3:LON3:FIN3:APU3:SYR3:CLY3:BLA3:IRS3:LVP2:SPA2:PIC2:BUR2:DEN2:BEL2:SPA1:PAR1:GAS1:YOR1:BAL1:HOL1:ANK1:BAR1:BUL1:SKA1:,IOS210:SEV120:RUM117:MAO97:SIL83:VEN81:MUN80:TYS78:GAL73:WAR72:EMS69:ANK66:TYR66:AES64:SER63:SMY63:UKR60:MOS59:TRI54:BUL47:CON47:GRE45:PIA43:CON43:ARM42:WMS40:VIE39:NAP38:CON35:SPA34:.:BRE6:NWG5:RUH5:KIE5:ANK5:NAO5:BUL5:BEL4:NTH4:IRS4:BUL4:SPA4:FIN4:CLY3:SYR3:HEL3:LON3:BUR3:WAL3:LVP2:PIC2:DEN2:SKA1:SPA1:BAL1:BAR1:GAS1:YOR1:HOL1:PAR1:
237,1917FALR,GAL25:MUN21:KIE18:RUM18:BER16:NWY14:WAR13:SEV12:TRI12:LIV12:BUD11:SER10:SIL10:BOH10:MOS9:CON9:MAO9:NTH9:VIE8:BUL8:GAS8:SMY7:BRE7:HOL7:TYR7:PRU7:STP7:RUH6:NWG6:ENC6::TUN3:PIC3:APU3:ADS3:NAO3:ROM3:IRS3:MOS3:NAF2:SPA2:PIA2:YOR2:POR2:STP2:STP1:SPA1:HEL1:MAR1:AES1:TYS1:SYR1:CLY1:ANK1:STP1:BLA1:BAL1:BUL1:IOS1:BULVIACONVOY1:BAR1:,MUN46:UKR43:GAL38:SEV37:BER37:LIV35:KIE33:RUM30:NWY29:WAR26:SIL25:MOS24:MOS23:WAR21:CON21:PRU21:TRI21:STP20:BUD19:BOH18:SMY17:VIE16:SWE15:SEV14:SER14:NTH13:RUH11:STP11:GAS11:MAO10::IRS4:BAL4:ANK4:NAP4:CLY4:PIA3:ROM3:LVP3:IOS3:ADS3:FIN3:BLA3:PAR3:APU3:SPA2:HEL2:STP2:STP2:ALB2:WMS2:NAF2:YOR2:GOB2:TYS1:SYR1:BULVIACONVOY1:MAR1:SPA1:BUL1:BAR1:
238,1918SPRE,DEN90:ENC46:SPA44:MAO41:MUN34:LIV33:BER32:BUR28:NAF26:TUN26:KIE24:EDI21:YOR19:LON19:GOB19:NWG19:STP18:BAR17:HOL16:WMS14:MAR13:GOL13:RUM13:SIL13:PRU13:BEL12:NTH12:MOS11:RUH11:TYS11::SYR5:VEN5:LVP4:HEL4:VIE4:IOS4:GAS4:SPA4:TUS3:BAL3:NAP3:STP3:ARM3:POR2:BRE2:ALB2:EMS2:ROM2:NAO2:SMY2:WAL2:PAR2:GRE2:AES2:BUL1:ADS1:SPA1:STP1:SER1:APU1:,MAO142:DEN113:ENC85:BER85:KIE71:SPA71:STP67:LIV64:MUN64:LON60:MAR56:HOL53:TUN50:EDI41:NTH40:BUR39:PRU38:BEL38:GOL38:WMS37:MOS37:NWG37:TYS35:YOR34:WAR34:NWY33:NAF29:RUH24:GOB23:IRS21:.:PIA9:SPA8:CON8:GAL8:GRE7:TYR7:STP7:BUL7:HEL6:VEN6:SYR6:SKA6:BUD6:ANK6:STP5:CLY5:ARM5:TUS5:ALB5:NAP4:SPA4:VIE4:EMS3:APU3:SMY3:POR2:AES2:BUL1:SER1:ADS1:
239,1918SPRF,MUN43:BUR29:GOL20:MAO18:IOS18:BEL17:GAS16:KIE16:WMS16:TYS15:BER15:PIA15:ENC14:BOH14:VEN14:HOL14:PIC14:RUH14:TUN14:DEN14:ALB13:TRI13:NTH12:SER12:MAR11:NWY10:SWE10:TYR9:BUD9:FIN8::ROM5:NAO5:VIE4:STP4:MOS4:BUL4:NAF4:PAR3:CON3:RUM3:GOB3:ADS3:SYR3:WAR2:POR2:LON2:ARM2:YOR2:LVP2:PRU2:ANK2:BAL2:IRS1:EMS1:BAR1:BLA1:SEV1:HEL1:SPA1:LIV1:,MUN75:GOL53:BUR43:MAO42:MAR42:BEL36:TYS33:GAS32:PIA31:ENC30:TUN29:IOS29:WMS28:VEN27:RUH26:PIC26:SPA23:KIE22:TRI21:BRE20:DEN19:BER18:HOL18:ALB17:NAP17:ROM17:SER16:BOH16:NTH16:TYR16::NAO7:NWG7:SKA7:BUL6:MOS6:SPA6:STP6:PRU5:IRS5:CON5:SYR5:YOR4:STP4:LVP4:WAR4:ADS4:EMS3:GOB3:BAL3:ANK3:RUM3:WAL2:ARM2:HEL2:SPA2:SEV1:BAR1:BUL1:BLA1:LIV1:
240,1918SPRI,MAO17:IOS15:MUN13:TYS13:VEN12:TYR11:BUR11:RUM11:GAL10:MAR9:WMS8:TRI8:BUD7:NTH7:ALB7:MOS7:BRE6:NAP6:PIC6:NAF6:SEV6:RUH6:SIL5:SPA5:TUN5:GAS5:VIE5:WAR4:GOL4:ANK4::SPA3:LVP3:BUL3:ROM3:SER3:BEL3:LON3:ENC3:ARM3:NWG3:TUS3:BLA2:APU2:POR2:HEL2:BUL2:CLY2:YOR2:NAO2:SKA2:HOL1:PRU1:DEN1:FIN1:EMS1:BUL1:GOB1:KIE1:GRE1:BAR1:,VEN54:PIA39:TRI37:TYS35:RUM32:APU32:MAO31:IOS30:WMS28:TYR25:MOS23:WAR22:MAR22:MUN17:NAP16:BRE16:TUS15:GOL14:AES14:BUR14:GAL14:NAF13:CON13:ROM13:SPA12:PIC12:SER12:ALB12:VIE12:BUD11::GRE5:KIE5:CLY5:BER5:ANK5:IRS5:POR4:BUL4:ARM4:SPA4:YOR3:LVP3:WAL3:ENC3:LON3:PRU3:HOL3:ADS3:SKA2:HEL2:PAR2:EMS2:EDI1:DEN1:SYR1:BAR1:FIN1:BUL1:LIV1:GOB1:
241,1918SPRG,TYR32:VIE26:TRI24:SIL17:GAL16:MUN14:WAR12:NTH11:BUD10:SER9:BEL8:HOL8:MOS8:BUR8:SPA8:MAR8:BOH8:DEN7:PRU7:UKR7:PIC6:MAO6:RUM6:SEV6:GAS6:HEL5:BRE5:RUH5:NWG4:NWY4::PIA3:LIV3:SMY2:GRE2:TUS2:IRS2:SYR2:SKA2:YOR2:LVP2:ANK2:GOL2:BAL2:PAR2:NAP2:ROM2:WAL1:STP1:TUN1:FIN1:IOS1:POR1:SPA1:NAF1:EMS1:TYS1:ARM1:CLY1:GOB1:SPA1:,MUN106:SIL55:BER42:TYR41:KIE37:HOL30:BUR30:GAL30:VIE28:TRI28:WAR24:PRU21:MOS20:BOH20:MAR19:NTH18:DEN18:BUD16:MAO16:BRE15:NWY13:UKR13:BEL13:LIV12:BAL12:GAS11:SER11:RUM11:ENC11:STP11:.:TUS4:LVP4:EDI4:NAP4:IRS4:FIN4:BUL4:ALB3:CON3:GRE3:SMY3:SPA3:APU3:NAF3:CLY3:LON3:SKA3:WAL2:ANK2:TUN2:GOL2:SYR2:STP1:STP1:EMS1:POR1:TYS1:ARM1:IOS1:SPA1:
242,1918SPRA,TYR20:MUN17:BOH15:SIL15:VEN15:BER13:TYS13:IOS13:NAP12:TRI12:GAL12:WAR12:RUM12:CON10:PIA10:LIV10:ADS9:STP9:MOS8:SER8:ROM8:SMY8:VIE7:TUS7:BUR7:TUN6:BEL5:BUL5:APU5:NWY4::PRU4:MAR4:RUH4:SEV4:BUD4:KIE4:GRE4:ALB4:ANK3:UKR3:GAS3:ARM3:FIN2:PAR2:WMS2:EDI2:SPA1:POR1:SPA1:ENC1:DEN1:BRE1:SWE1:PIC1:NTH1:SYR1:HOL1:CLY1:GOL1:AES1:,RUM56:MUN45:VEN42:TYR40:WAR39:TYS38:NAP33:GAL32:BOH30:TUN28:SIL26:TRI26:IOS24:BER23:SER21:LIV21:PIA18:VIE18:CON18:BUL17:MOS16:BUD15:ADS15:UKR14:STP11:ROM11:SMY10:TUS10:GRE10:PRU9::SEV7:NWY7:BUR7:BEL6:RUH6:KIE6:ANK5:GAS5:MAO5:PAR4:AES4:PIC3:WMS3:EMS2:NAF2:ENC2:FIN2:SPA2:SPA2:EDI2:SYR2:BRE1:DEN1:POR1:HOL1:GOL1:CLY1:SWE1:BLA1:NTH1:
243,1918SPRT,GAL74:NAP57:RUM53:PIA53:MOS46:WAR45:LIV43:VIE43:AES41:UKR41:TRI38:SIL37:IOS37:BOH31:TYR30:TYS29:SEV28:CON28:ROM24:WMS22:EMS22:ADS20:BUL19:MAO17:MUN15:TUN14:SPA13:ARM13:BUD12:ALB12::ENC6:NTH6:NWG5:SMY5:BER5:FIN5:BLA4:RUH4:NAF4:APU3:BRE3:KIE3:ANK3:NAO3:GRE3:NWY3:CLY3:LVP2:SKA2:SWE2:DEN2:LON2:WAL2:POR2:PIC2:EDI1:SYR1:BUL1:YOR1:HOL1:,IOS122:GAL94:MAO91:RUM91:TRI80:MOS77:SEV76:AES74:NAP71:BUL69:UKR60:PIA59:VIE58:VEN57:BOH56:WAR54:LIV54:CON53:WMS50:TYR49:TYS47:ARM47:SIL41:MUN39:EMS37:ROM35:TUS33:BUD31:PRU28:ALB24:.:NWG8:ENC8:NTH7:NAF6:POR4:RUH4:NWY4:NAO4:KIE3:CLY3:BRE3:WAL3:BUL3:SWE2:DEN2:BEL2:LON2:BUR2:PIC2:LVP2:SYR2:SKA2:SPA1:IRS1:BAR1:HOL1:EDI1:YOR1:SPA1:GAS1:
244,1918SPRR,MUN19:NWY15:SEV15:SIL14:GAL13:RUM13:KIE12:BER10:WAR10:SWE8:BUR8:TRI8:DEN8:MOS7:BOH7:ARM7:TYR7:BEL7:UKR6:NAO6:VIE6:STP6:NTH6:ENC5:HOL5:ANK5:RUH5:IRS5:AES4:LIV4::FIN3:NAP3:BUD2:BAR2:EMS2:BRE2:TYS2:CLY2:VEN2:GAS2:POR2:IOS2:SER2:PRU2:ALB2:MAO2:SMY1:MAR1:STP1:TUN1:PIC1:HEL1:LVP1:GOL1:GOB1:SYR1:APU1:WMS1:PAR1:YOR1:,MOS47:SEV39:WAR34:KIE28:MUN27:NWY26:STP23:GAL22:RUM21:SIL20:BER20:LIV18:PRU17:UKR16:SWE15:VIE13:BOH13:TYR12:TRI12:DEN12:ARM11:BEL10:FIN10:BUR9:HOL9:ANK9:NTH8:CON8:AES8:RUH7::GOB3:GAS3:CLY3:MAO3:SMY3:NAP3:PIC2:STP2:SPA2:LVP2:TYS2:HEL2:MAR2:SER2:BAR2:BUL2:EMS2:WMS2:POR2:SYR2:NAF1:TUS1:APU1:GRE1:NWG1:SKA1:BAL1:TUN1:GOL1:PAR1:
